Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features,,,,
Bazaar - All Day Diner - Grand by GRT Hotels,Grand by GRT Hotels,"['North Indian', ' South Indian', ' Continental', ' Asian']","['Pizza', ' Pasta', ' Fish', ' Chaat', ' Momos', ' Biryani', ' Prawn']",2500,4.4,1198,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Serves Alcohol', '4/5 Star', 'Table reservation required', 'Luxury Dining', 'Brunch', 'Indoor Seating', 'Buffet']",,,,
Hotel Pandian,Mogappair,"['North Indian', ' South Indian', ' Chinese']","['Paratha', ' Chicken Lollipop', ' Mutton Biryani', ' Fried Rice']",500,4,515,3.9,21100,"['Home Delivery', 'Indoor Seating']",,,,
Al Raabias Biriyani,Perambur,"['North Indian', ' Chinese', ' Biryani']","['Shawarma', ' Bbq Chicken', ' Bamboo Biryani', ' Tandoori Chicken']",500,3.9,447,3.8,13100,"['Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Soy Soi,Kotturpuram,"['Burmese', ' Thai', ' Vietnamese', ' Indonesian', ' Singaporean', ' Japanese', ' Malaysian']","['Dumplings', ' Noodle', ' Panna Cotta', ' Momos', ' Nasi Goreng', ' Pad Thai', ' Sushi']",1400,4.7,920,4.4,362,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",,,,
Coal Barbecues,Velachery,"['North Indian', ' Chinese']","['Chicken Honey', ' Fish', ' Prawn', ' Waffles', ' Chicken Wings', ' Paan Ice Cream', ' Crispy Corn']",1400,4.4,9410,None,Does not offer Delivery,"['Indoor Seating', 'Buffet', 'Table reservation required']",,,,
Hot Pot China,Perungudi,"['Chinese', ' Thai', ' Indonesian', ' Malaysian', ' Vietnamese', ' Singaporean', ' Asian', ' Momos']","['Momos', ' Dumplings', ' Spring Roll', ' Wonton Soup', ' Egg Yolk Soup', ' Fried Icecream', ' Brownie']",1000,4.2,763,3.4,2318,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']",,,,
Thaqwa Biryani,Ambattur,"['North Indian', ' Chinese']","['Chicken Grill', ' Naan']",450,4,741,3.9,13300,"['Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Fruit Shop On Greams Road,Thousand Lights,"['Beverages', ' Fast Food', ' Healthy Food', ' Juices']","['Fruit Juices', ' Sandwich', ' Mint Lime Cooler', ' Tender Coconut Pudding', ' Fruit Salad', ' Faluda', ' Milk Shake']",350,4.5,609,4.6,1699,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",,,,
Kappa Chakka Kandhari,Nungambakkam,"['Kerala', ' South Indian']","['Tender Coconut Pudding', ' Appam', ' Beef Fry', ' Elaneer Payasam', ' Mutton Stew', ' Idiyappam', ' Chicken Curry']",1200,4.7,979,None,Does not offer Delivery,"['Indoor Seating', 'Table booking recommended']",,,,
BOATS - Based On A True Story,Besant Nagar,"['Continental', ' Chinese', ' North Indian']","['Cocktails', ' Nachos', ' Pasta', ' Beer', ' Mocktails', ' Chicken Skewer', ' Paneer Tikka']",1800,4.2,954,3.9,150,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Indoor Seating', 'LGBTQIA Friendly', 'Smoking Area', 'Free Parking', 'Table booking recommended', 'Restricted Entry']",,,,
Amelie's,Alwarpet,"['Cafe', ' Continental', ' Italian']","['Hot Chocolate', ' Pizza', ' Gelato', ' Coffee', ' Pink Sauce Pasta', ' Sandwich', ' Chocolate Indulgence']",900,4.3,1464,3.9,1282,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'All Day Breakfast', 'Desserts and Bakes', 'Indoor Seating']",,,,
Urban Spatula,Anna Nagar West,"['Continental', ' Seafood', ' Biryani', ' Italian', ' North Indian', ' Asian', ' Kebab']","['Burgers', ' Pasta', ' Fish', ' Fries', ' Chips', ' Salad', ' Steak']",800,4.4,794,4.3,911,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Group Meal', 'Indoor Seating', 'Table booking for Groups']",,,,
Madurai Kumar Mess,Vadapalani,"['Chettinad', ' South Indian', ' Chinese']","['Paratha', ' Mutton Biryani', ' Mutton Chukka', ' Kola Urundai', ' Mutton Kola', ' Liver Fry', ' Kali Dosa']",600,4.2,816,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Oxygen,Potheri,"['North Indian', ' Chinese', ' Biryani', ' Rolls']","['Biryani', ' Naan', ' Tandoori Roti', ' Chicken Noodle']",500,4,780,3.6,24100,"['Home Delivery', 'Outdoor Seating', 'Rooftop', 'Table Reservation Not Required', 'Indoor Seating']",,,,
Shree Konar Vilas,Purasavakkam,"['South Indian', ' Chettinad']","['Paratha', ' Biryani', ' Kothu Parotta', ' Idiyappam', ' Kali Dosa', ' Mutton Sukha', ' Fry Prawns']",500,4.1,222,3.8,3688,"['Home Delivery', 'Indoor Seating']",,,,
Subway,Anna Nagar West,"['Healthy Food', ' Fast Food']","['Salad', ' Sandwich', ' Chocolate Cookies', ' Roasted Chicken Sub', ' Chicken Tikka', ' Honey Oats', ' Paneer Tikka']",500,4.4,697,4,10700,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']",,,,
Pind,Velachery,"['North Indian', ' Chinese', ' Fast Food']","['Lassi', ' Buttermilk', ' Paneer Tikka', ' Naan', ' Roti', ' Paratha', ' Dal Makhani']",900,4.3,2994,4.2,1896,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Wifi', 'Serves Jain Food', 'Buffet', 'Indoor Seating']",,,,
Mainland China,"Phoenix Market City, Velachery","['Chinese', ' Asian', ' Sushi', ' Japanese', ' Thai']","['Noodle', ' Dumplings', ' Momos', ' Hakka Noodles', ' Mocktails', ' Jumbo Prawns', ' Kimchi']",1800,4.6,1498,4.2,335,"['Home Delivery', 'Mall Parking', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']",,,,
Kumarakom,Velachery,"['North Indian', ' Chinese', ' Kerala']","['Appam', ' Paratha', ' Beef Fry', ' Biryani', ' Fish Fry', ' Roasted Beef', ' Chicken Stew']",600,4,670,3.9,38,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']",,,,
City Square Cafeteria,Egmore,"['Fast Food', ' Beverages', ' Sandwich']","['Chicken Grill', ' Chicken Sandwich', ' Pizza', ' Mexican Shawarma', ' Oreo Shake', ' Lime Soda', ' Bread Omelette']",200,4.1,611,3.7,12200,"['Home Delivery', 'Indoor Seating']",,,,
Bhangra,"Mayajaal Multiplex, Kanathur",['North Indian'],"['Butter Chicken', ' Dal Makhani', ' Sweet Lassi', ' Kheer', ' Chicken Masala', ' Sugarcane Juice', ' Thali']",800,4.9,2109,4,2226,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required']",,,,
Twilight Take Out,Nungambakkam,"['North Indian', ' Chinese', ' Rolls', ' Continental', ' Biryani']","['Club Sandwich', ' Chicken Tikka Roll', ' Chicken Grill', ' Chicken Biryani', ' Noodle', ' Cheese Chicken Roll', ' Paneer Tikka Roll']",350,None,Does not offer Dining,4,11200,"['Home Delivery', 'Free Parking']",,,,
The Red Box,Anna Nagar West,['Chinese'],"['Noodle', ' Chilli Chicken Gravy', ' Dragon Chicken', ' Kung Pao Chicken', ' Chicken Lollipop', ' Veg Momos', ' Sweet Corn Chicken Soup']",200,None,Does not offer Dining,4.2,11500,['Home Delivery'],,,,
Rayar's Mess,Mylapore,['South Indian'],"['Pongal', ' Vada', ' Filtered Coffee', ' Idli', ' Bonda', ' Filter Kaapi', ' Rava Dosa']",100,4.7,904,4.3,1319,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Hotel Safari,Royapettah,"['Chettinad', ' Chinese', ' Seafood', ' Hyderabadi']","['Paratha', ' Tea', ' Paya', ' Coffee', ' Mutton Biryani', ' Chicken Pakora', ' Appam']",450,4.1,516,4.2,3857,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
VB Signature,Nungambakkam,"['North Indian', ' South Indian', ' Chinese', ' Asian', ' Fast Food', ' Desserts', ' Beverages']","['Momos', ' Idiyappam', ' Pumpkin Soup', ' Coconut Soup', ' Filtered Coffee', ' Noodle', ' Paneer Tikka']",1000,4.5,1611,3.8,750,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']",,,,
Blind Ch3mistry,Nungambakkam,"['Cafe', ' Continental', ' Italian', ' Desserts', ' Beverages']","['Pasta', ' Peri Peri Chicken', ' Sandwich', ' Waffles', ' French Fries', ' Mocktails', ' Virgin Mojito']",700,4.5,1258,4,147,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Free Wifi']",,,,
Fisherman's Fare,Egmore,"['Seafood', ' Mediterranean', ' North Indian', ' Chinese', ' Arabian']","['Haleem', ' Sea Food', ' Shawarma', ' Fish Finger', ' Prawn', ' Basmati Rice', ' Butter Chicken']",900,2.9,374,3.9,249,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",,,,
Madras2Chennai,Washermenpet,"['Biryani', ' Mughlai', ' North Indian', ' Chinese', ' Chettinad']","['Shawarma', ' Chicken Grill', ' Mutton Biryani']",800,4.1,509,4,7860,"['Home Delivery', 'Indoor Seating']",,,,
Charminar Biriyani Centre,Royapettah,"['Biryani', ' North Indian']","['Chicken Biryani', ' Bread Halwa', ' Brinjal Curry', ' Mutton Biryani', ' Brinjal Gravy', ' Tandoori Chicken', ' Raita']",300,None,Does not offer Dining,3.9,652,"['Home Delivery', 'Standing Tables']",,,,
North East Kitchen,Egmore,"['Chinese', ' Konkan', ' Momos']","['Momos', ' Noodle', ' Pork Thali', ' Thukpa', ' Pork Curry', ' Fried Pork', ' Clear Soup']",450,4.5,705,4.3,1552,"['Home Delivery', 'Indoor Seating']",,,,
AlMaza,Anna Nagar East,"['Arabian', ' Mughlai', ' North Indian', ' Biryani']","['Faluda', ' Rara Gosht', ' Buttermilk', ' Naan', ' Bharwan Mushroom', ' Mutton Biryani', ' Chicken Biryani']",1000,4.6,764,4.2,881,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",,,,
Jonah's Bistro,Besant Nagar,"['Continental', ' European', ' Italian']","['Pasta', ' Steak', ' Waffles', ' Burgers', ' Fries', ' Fish', ' Chicken Grill']",1000,4.4,1485,3.9,3438,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required']",,,,
Barbeque Nation,Porur,"['North Indian', ' Continental', ' Kebab', ' BBQ']","['Pizza', ' Fish', ' Biryani', ' Pasta', ' Prawn', ' Malai Kulfi', ' Chocolate Fountain']",1600,4.3,602,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table booking recommended', 'Kid Friendly']",,,,
Mughal Biriyani,Besant Nagar,"['North Indian', ' Chinese', ' Biryani', ' Arabian']","['Chicken Grill', ' Tandoori Chicken', ' Noodle', ' Dragon Chicken', ' Mughal Biryani', ' Naan']",350,4,323,4.1,8565,"['Home Delivery', 'Indoor Seating']",,,,
Loiee Mithai & Rasoi,Selaiyur,"['North Indian', ' Chinese', ' Fast Food', ' Desserts']","['Rasmalai', ' Naan', ' Panipuri', ' Faluda', ' Roti', ' Tandoori Platter', ' Pav Bhaji']",650,4.1,459,4,1610,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended', 'Serves Jain Food']",,,,
Roll Over,Anna Nagar East,"['Ice Cream', ' Desserts', ' Fast Food']","['Rolls', ' Ice Cream Roll', ' Coffee', ' Fries', ' Chocolate Icecreams', ' Hot Chocolate', ' Chocolava Cake']",450,4.3,721,3.7,378,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi']",,,,
Pizza Hut,Nungambakkam,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Garlic Bread', ' Pasta', ' Mojito', ' Veggie Pizza', ' Chicken Tikka Pizza', ' Tandoor Paneer Pizza', ' Stuffed Crust Pizza']",600,2.9,447,3.6,3109,"['Home Delivery', 'Indoor Seating']",,,,
Ratna Cafe,Kilpauk,"['South Indian', ' Chinese', ' Street Food', ' Beverages']","['Coffee', ' Idli Sambar', ' Vada', ' Rava Dosa', ' Masala Dosa', ' Pongal', ' Rose Milk']",400,3.9,653,4,4329,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Masaledaar Desi Rasoi,Egmore,['North Indian'],"['Lassi', ' Paneer Tikka', ' Paan Ice Cream', ' Dal Makhani', ' Thali', ' Kheer', ' Naan']",500,4.3,682,4.3,5346,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
The Big Barbeque,Old Mahabalipuram Road (OMR),"['North Indian', ' Street Food', ' Desserts', ' BBQ']","['Pizza', ' Appam', ' Ice Cream Roll']",1400,4.4,2390,None,Not enough Delivery Reviews,"['Home Delivery', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']",,,,
The Feast,Anna Nagar East,"['North Indian', ' Chinese', ' Biryani']","['Bbq Chicken', ' Biryani', ' Salad', ' Mushroom Soup', ' Chocolate Shake', ' Pasta', ' Noodle']",800,4.3,652,3.9,4352,"['Home Delivery', 'Buffet', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']",,,,
Seasonal Tastes,"The Westin Chennai, Velachery","['North Indian', ' South Indian', ' Continental', ' European']","['Salad', ' Biryani', ' Coffee', ' Veggie Pizza', ' Pasta', ' Fish', ' Breakfast Buffet']",2500,4.3,704,None,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Brunch', 'Variable Menu', 'Catering Available', 'Luxury Dining', 'Wifi', 'Buffet']",,,,
601 - The Park,"The Park, Nungambakkam","['Biryani', ' North Indian']","['Pasta', ' Biryani', ' Pizza', ' Salad', ' Lunch Buffet', ' Fish', ' Burgers']",2700,4.2,825,3.9,128,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Luxury Dining', 'Gluten Free Options', 'Vegan Options', 'Brunch', 'Live Sports Screening', '4/5 Star', 'Smoking Area', 'Wifi', 'Serves Jain Food', 'Buffet', 'Desserts and Bakes']",,,,
Pluto's Restaurant,Choolaimedu,"['Biryani', ' Chinese', ' North Indian', ' Juices']","['Noodle', ' Biryani', ' Dragon Chicken', ' Tandoori Chicken', ' Schezwan Fried Rice', ' Clear Soup', ' Sweet Corn Soup']",700,4.1,429,3.3,4704,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",,,,
The Chinese Story,Porur,"['Chinese', ' Momos']","['Noodle', ' Momos', ' Chicken Lemon Coriander Soup', ' Chicken Lollipop', ' Mushroom Pepper', ' Sour Soup', ' Chicken Spring Roll']",1000,4.4,593,4.1,6017,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi']",,,,
Nellai Vairamaligai,T. Nagar,['South Indian'],"['Paratha', ' Kothu Parotta', ' Chicken Fry', ' Protta', ' Chicken Fries', ' Omelette', ' Biryani']",500,4.3,529,4,9855,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",,,,
Vrindavan,"New Woodlands Hotel, Mylapore","['North Indian', ' South Indian', ' Chinese']","['Thali', ' Masala Dosa', ' Buttermilk', ' Malai Kofta', ' Vada Sambar', ' Coffee', ' Pongal']",500,4.2,589,3.9,1268,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Azzuri Bay,Adyar,"['Italian', ' Mediterranean', ' Thai', ' Seafood', ' Salad', ' Momos', ' Beverages']","['Pasta', ' Pizza', ' Sea Food', ' Tiramisu', ' Chicken Biryani', ' Lamb Chops', ' Dragon Chicken']",1000,4.3,2430,4,369,"['Home Delivery', 'Rooftop', 'Table reservation required']",,,,
Crisp Cafe,Nungambakkam,"['Cafe', ' Fast Food']","['Sandwich', ' Burgers', ' Hot Chocolate', ' Pancakes', ' Fries', ' Fried Cheese', ' Pasta']",1000,4.1,1101,None,Does not offer Delivery,"['Indoor Seating', 'Table reservation required']",,,,
Thambi Vilas,T. Nagar,"['South Indian', ' Biryani']","['Elaneer Payasam', ' Rose Milk', ' Paratha', ' Biryani', ' Mutton Chukka', ' Chicken 65', ' Kola Urundai']",500,3.9,849,3.1,720,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",,,,
Fresh Baked Goodness,Abhiramapuram,"['Bakery', ' Desserts']","['Tiramisu Cake', ' Nutella Cheesecake', ' Chocolate Cake', ' Pudding', ' Mousse', ' Chocolate Cupcake', ' Bannoffee Pie']",300,None,Does not offer Dining,4.1,1347,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",,,,
Double Roti,Anna Nagar East,"['Italian', ' American', ' Fast Food']","['Burgers', ' Hot Chocolate', ' Oreo Shake', ' Tuna Sandwich', ' Peri Peri Chicken', ' Godfather Pizza', ' Nachos']",900,4.3,866,4,921,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Free Wifi']",,,,
Bombay Lassi,Triplicane,['Street Food'],"['Lassi', ' Samosa', ' Kachori', ' Jalebi', ' Carrot Halwa', ' Milk Halwa', ' Gulab Jamun']",100,None,Does not offer Dining,4.3,7457,"['Home Delivery', 'Vegetarian Only']",,,,
The Fat Boy,Alwarpet,"['Pizza', ' Fast Food', ' Beverages']","['Pizza', ' Fried Cheese', ' Garlic Bread', ' Sandwich', ' Chicken Fries', ' Nachos', ' Masala Lemonade']",800,4.4,1047,4.3,142,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Vegan Options', 'Indoor Seating']",,,,
Chokhi Dhani,Poonamalle,['Rajasthani'],"['Rajasthani Thali', ' Jal-jeera', ' Jalebi', ' Malpua', ' Roti', ' Tea', ' Curd Rice']",1100,4.2,607,None,Does not offer Delivery,"['Vegetarian Only', 'Serves Jain Food', 'Indoor Seating', 'Table Reservation Not Required']",,,,
Cream Centre,RA Puram,"['North Indian', ' Italian', ' Fast Food', ' Chinese', ' Beverages']","['Nachos', ' Brownie', ' Pasta', ' Onion Rings', ' Paratha', ' Paneer Tikka', ' Cheese Balls']",1600,4.4,1307,4.3,1680,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']",,,,
Ente Keralam,Alwarpet,['Kerala'],"['Appam', ' Biryani', ' Fish Curry', ' Thali', ' Prawn', ' Beef Ularthiyathu', ' Beef Curry']",750,4.3,696,4.2,880,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']",,,,
Ashvita Bistro,Alwarpet,"['Cafe', ' Fast Food']","['Momos', ' Pasta', ' Pizza', ' Sandwich', ' Chocolate Monster Shake', ' Lasagne', ' Chocolate Fudge Cake']",1000,4.1,769,3.8,695,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Table reservation required', 'Indoor Seating']",,,,
Coco Jaunt 1728,Anna Nagar East,"['Cafe', ' Bakery']","['Sandwich', ' Pizza', ' Peri Peri Fries', ' Burgers', ' Barbeque Chicken', ' Cappuccino', ' Monster Shake']",650,4.1,1218,3.6,6979,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi', 'Desserts and Bakes']",,,,
Cream & Fudge,Nungambakkam,"['Ice Cream', ' Desserts', ' Fast Food']","['Waffles', ' Coffee', ' Ferrero Rocher Ice Cream', ' Chocolate Icecreams', ' Mocha Fudge Temptation', ' Brownie', ' Mint Ice Cream']",350,4.2,443,4.2,2463,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",,,,
The Kati Roll Shop,Gopalapuram,"['Rolls', ' North Indian']","['Rolls', ' Kathi Roll', ' Chicken Tikka Roll', ' Chicken Malai Roll', ' Chicken Egg Roll', ' Malai Tikka Roll', ' Mutton Keema Roll']",300,4.2,437,4.1,5340,"['Home Delivery', 'Outdoor Seating']",,,,
Atho Man,Royapuram,"['Burmese', ' Fast Food']","['Shawarma', ' Atho', ' Chicken Shawarama', ' Chicken Grill', ' French Fries']",400,4,354,4,9088,"['Home Delivery', 'Indoor Seating']",,,,
Wild Garden Cafe - Amethyst,Royapettah,"['Cafe', ' Italian', ' Continental']","['Coffee', ' Pizza', ' Pasta', ' Sandwich', ' Hot Chocolate', ' Tea', ' Cheesecake']",1400,4.4,1917,None,Not enough Delivery Reviews,"['Wifi', 'Outdoor Seating', 'All Day Breakfast', 'Pet Friendly']",,,,
Kaidi Kitchen,Mylapore,"['Continental', ' Chinese', ' North Indian', ' Thai', ' Mangalorean', ' Desserts']","['Pasta', ' Mocktails', ' Paneer Tikka', ' Cheese Balls', ' Brownie', ' Nachos', ' Naan']",1500,4.2,2277,4.3,250,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Serves Jain Food']",,,,
Rain Forest,Adyar,"['North Indian', ' Asian', ' Continental', ' Mughlai']","['Dragon Chicken', ' Naan', ' Noodle', ' Chicken Lollipop', ' Phuket Paneer', ' Phuket Fish', ' Sweet Corn Soup']",800,4.2,1534,4.4,726,"['Home Delivery', 'Indoor Seating', 'Wifi']",,,,
Hub at ECR,East Coast Road (ECR),"['Continental', ' North Indian', ' Italian', ' Pizza', ' Kebab']","['Pizza', ' Burgers', ' Pasta', ' Fish', ' Tiramisu', ' Beer', ' Cocktails']",2000,4.4,1510,3.9,413,"['Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Restricted Entry', 'Resto Bar', 'Wifi', 'Live Sports Screening', 'Table booking recommended', 'Disabled Friendly', 'Smoking Area']",,,,
Pause Bar & Kitchen,"OMR Food Street, Kandanchavadi","['Italian', ' Continental', ' Chinese', ' North Indian']","['Pizza', ' Beer', ' Cocktails', ' Burgers', ' Fish Finger', ' Wings', ' Biryani']",1200,4.3,607,3.3,107,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Live Music', 'Free Wifi', 'Smoking Area', 'Live Entertainment', 'Indoor Seating', 'Restricted Entry']",,,,
The Bayleaf,Gopalapuram,"['Mughlai', ' North Indian', ' Seafood', ' Biryani']","['Rolls', ' Fish', ' Kathi Roll', ' Biryani', ' Paratha', ' Aloo Posto', ' Mishti Doi']",800,4.3,542,4,224,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Table booking recommended']",,,,
Nair Mess,Triplicane,"['South Indian', ' Biryani']","['Fish Fry', ' Omelette', ' Vanjaram Fry', ' Masala Prawn', ' Sea Food', ' Fish Curry', ' Mutton Curry']",200,4.5,1038,None,Does not offer Delivery,['Indoor Seating'],,,,
The Sandwich Shop,West Mambalam,"['Sandwich', ' Fast Food', ' Beverages']","['Mocktails', ' Fries', ' Pizza Sandwich', ' Tandoori Sandwich', ' Chocolate Sandwich', ' Burgers', ' Mojito']",300,4.9,584,4.4,895,"['Home Delivery', 'Vegetarian Only', 'Bulk Orders Accepted', 'Self Service', 'Free Parking', 'Indoor Seating']",,,,
SpiceKlub,Nungambakkam,"['North Indian', ' Desserts', ' Beverages']","['Kulfi', ' Vada Pav', ' Panipuri', ' Pav Bhaji Fondue', ' Masala Papad', ' Bharwan Aloo', ' Rasmalai']",1700,4.6,1132,3.9,237,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Buffet', 'Desserts and Bakes']",,,,
